reviewer_name,review_date,review_star_text,review_star_count,review_helpful_count,review
Mangesh Gupta,"November 20, 2020",Rated 3 stars out of five stars,3,0,Good app for Covid notification but the area or radius options should be static as well as dynamic. So that we can check only those information which we desire to check...
Anurag Bansal,"December 3, 2020",Rated 1 stars out of five stars,1,0,Highly useless app. data updated after 3 days. No alerts on contact with infected person. No details of infected person. And GOI have made this useless app mandatory for entry into airport and such places
Monisha Srivastava,"September 24, 2020",Rated 3 stars out of five stars,3,1,"The gps tracking is not correct. My aarogya setu status says ""I came in contact with COVID-19 infected person on DATE - 15 September, 2020, TIME:8.04AM LOCATION :sector 33, Gurugram. But I didn't went there , I droped at Sector 74A Ggn. at 8:06 am and pick up was Sector 72 (7:49 am) Ggn. Time 8.04Am) sector 33, Ggn is not on route. Comment "" 1) location of place wrt. App is determined"". 2) Time Dur""Is the duration of contact depends on Bluetooth when it is ""On"" Should I get my self tested"
Nihal Singh,"November 18, 2020",Rated 5 stars out of five stars,5,3,Good. It is very useful app and be continued further. It is suggested that it should saw location and time of contacted infected / high risk personal to avoid visit of that place.
arjit silojiya,"November 24, 2020",Rated 1 stars out of five stars,1,0,Unsatisfactory! If you are using wifi it will show there issue in logging instead providing proper information that needs mobile data to login. How testers provided sign off :)
Kirankumar Gowda,"November 25, 2020",Rated 1 stars out of five stars,1,0,I am unable to register from my mobile number. Tried uninstalling and reinstalling and also restarted my mobile device. Earlier the application was working fine.
Thuankumei Kamson,"September 27, 2020",Rated 1 stars out of five stars,1,1,Wasn't helpful. High risk no. Was kept changing even i didn't move out from my room for last 4 days. Last high risk no. Shown to me was 14. On the following day its 10 and next day was 13. No step out zero visitor but kept changing the no. Of risk. How can i believe this? Philosophy of the app is good but the app standard is horrible. Techies 👎
jude felix,"September 25, 2020",Rated 2 stars out of five stars,2,108,"Team, This is not working as instructed, Cleared cache removed all other apps, restarted the phone, How am I supposed to travel if this is a problem????? Dear team, I am traveling from dubai shortly, I am unable to login, after the phone number is entered, I get an error message. Kindly provide a resolution asap I don't want to miss my flight because of this"
Shekhar Rai,"December 9, 2020",Rated 5 stars out of five stars,5,2,"Good. App. If there was a an app permission like alarm notification that if some covid+ person is within range of 50 to 100m, then it could give a ring or a tone. That would be really helpful. Rest is pretty amazing. Jai Bharat."
puja parida,"November 25, 2020",Rated 3 stars out of five stars,3,0,"I am unable to login in my arogya setu app. Today morning the app was not functional and hence I redownload the same. Now at the registration screen when I am entering my valid mobile number, it is showing error ""There is some error login you in"". Pls resolve this issue."
R B,"October 7, 2020",Rated 5 stars out of five stars,5,24,"We feel app can be made lite by providing contact tacking, dynamic information of pateints in vicinity, self check and help..... For statistics, media, lab info, hospital, e-pass link to respective portal is sufficient. Add isection how app does contact tracking and what is expected from user. In self check add the major symtoms."
Sri Gamezy,"November 10, 2020",Rated 2 stars out of five stars,2,106,From last one week my app is not showing new contacts data. Earlier every day there were some new contacts for which I was uploading the data to see if I am safe. Now the app is not showing them. Have tried reinstalling the same several times. What is wrong? Anyone else facing this issue? Update: app still not working. Support just copy pasted the content from app and emailed. No troubleshooting to fix the issue.
